"Translation.Start","Translation.Stop","Transcription.Start","Transcription.Stop","Synonym","Product","Dawn0-1","Dawn0-2","Dawn0-3","Dawn0","Dusk0-1","Dusk0-2","Dusk0-3","Dusk0","MidDark1-1","MidDark1-2","MidDark1-3","MidDark1","Dawn1-1","Dawn1-2","Dawn1-3","Dawn1","MidLight1-1","MidLight1-2","MidLight1-3","MidLight1","Dusk1-1","Dusk1-2","Dusk1-3","Dusk1","MidDark2-1","MidDark2-2","MidDark2-3","MidDark2","Dawn2-1","Dawn2-2","Dawn2-3","Dawn2","MidLight2-1","MidLight2-2","MidLight2-3","MidLight2","Dusk2-1","Dusk2-2","Dusk2-3","Dusk2","Dark24-1","Dark24-2","Dark24-3","Dark24","Light24-1","Light24-2","Light24-3","Light24"
1851479,1850490,1851627,1850490,"Npun_R1506","glycosyl transferase family protein",193692,189398,160653,183,194797,253046,212011,222,180006,138402,140434,154,144907,139615,158483,149,185752,201280,209113,200,188431,194592,179291,189,143589,198008,169500,172,161352,177745,161813,168,185062,243386,181546,205,217716,255910,224487,235,164708,203052,203035,192,212816,221016,232307,224
1852968,1851628,1852985,1851628,"Npun_R1507","carboxyl-terminal protease",1050651,1361306,1633961,1005,1229236,1591531,1617666,1103,1297767,1150346,1280363,926,1085781,1089383,1148439,826,1429174,1551826,1601631,1139,1511379,1448465,1449219,1095,1164863,1346653,1644507,1033,1156638,1305311,1362187,950,1486058,2090501,1596664,1285,1678052,1823874,1969265,1359,1550985,1500937,1309636,1084,1413405,1731833,1984668,1275
NA,NA,1852986,1853002,"predicted RNA","-",9763,10972,10565,613,7901,11485,9315,562,8472,8469,8909,506,8736,8520,12126,576,10139,11410,12855,674,10374,10469,10857,621,9532,11731,12903,669,10599,11242,11341,650,9054,12119,11494,640,14259,14035,13357,816,12803,14150,14128,805,11126,12695,14981,760
1853279,1853977,NA,NA,"Npun_F1508","hypothetical protein",34690,32522,12713,38,30895,22767,25246,37,20617,25290,26268,34,23791,26615,18545,32,27575,33678,29271,43,20916,24158,16185,29,19397,18469,18608,26,24773,23041,16975,30,17876,16807,15217,23,21123,20553,18243,28,20140,22518,25533,32,14167,11885,10454,17
1854734,1854132,NA,NA,"Npun_R1509","ABC transporter",10167,8016,4590,12,3753,9369,2067,8,5661,5682,4807,8,6071,5929,5249,9,4411,6912,7408,10,4671,4623,3957,7,4847,2797,5251,7,3992,5341,4835,7,2899,2862,4306,5,5175,3625,5966,8,7914,6025,8400,12,2809,4200,3456,5
1855897,1854830,NA,NA,"Npun_R1510","O-methyltransferase family protein",3428,2180,0,1,2822,3908,3304,3,2638,1964,2392,2,1865,1794,805,1,1964,2125,1620,1,1855,1535,2021,1,781,1747,2024,1,1291,1539,937,1,1376,1316,3244,1,929,1546,3017,1,2510,1854,2123,2,1341,1412,811,1
1860425,1861003,1860402,1861042,"Npun_F1513","hypothetical protein",48997,50123,38404,79,22672,36224,27932,49,38604,29294,30520,56,34097,41911,27030,59,16816,19299,19561,32,20460,23055,20418,36,36608,37695,40752,66,42912,41303,47436,75,20251,22243,20399,36,19875,17823,25717,36,52019,43399,40770,78,17048,34404,31216,47
1862770,1861043,NA,NA,"Npun_R1514","surface antigen (D15)",37207,36705,34549,20,20936,25121,28076,14,31943,30917,29301,17,33908,33023,33931,19,22108,27568,23847,14,21565,24828,19541,12,24359,28713,22872,14,30286,29844,29452,17,14213,14045,18685,9,23561,19543,24016,12,23532,26421,33056,16,16018,11756,14871,8
1863349,1862978,NA,NA,"Npun_R1515","hypothetical protein",903,1373,0,2,788,716,716,1,577,372,15,0,0,149,445,0,315,630,360,1,649,254,315,1,128,268,417,0,60,109,76,0,0,502,0,0,134,919,200,1,195,0,158,0,190,143,612,0
1864164,1864859,1864164,1865264,"Npun_F1516","LuxR family transcriptional regulator",181370,222918,140347,260,121577,127661,135926,184,171909,177885,200370,263,241568,218686,260721,345,146378,155801,160814,221,164059,161265,157441,231,202862,190264,198010,283,234279,239185,225913,334,126082,149704,215109,235,155991,159511,153037,224,241752,262166,256856,364,128440,104438,118474,168
1865740,1865456,1865796,1865456,"Npun_R1517","hypothetical protein",97457,107715,60829,311,121633,116658,115488,413,69622,76069,64177,245,67192,70156,47102,215,123349,115108,120977,420,120145,113876,104710,396,69956,72024,67344,244,58194,55341,46737,187,126077,143599,93459,424,108429,117532,104097,386,37955,33828,39872,130,106228,118040,104441,384
1866622,1866987,1866615,1867051,"Npun_F1518","NADH dehydrogenase I subunit M",132594,164290,95673,357,343677,353509,366408,968,185542,165412,166561,471,176525,168813,236886,530,258801,228463,269101,688,193871,185365,211451,537,127373,124789,134849,352,110156,111064,127951,318,308136,325084,332281,879,250528,248948,238356,671,95080,117028,144133,324,200813,139834,182232,476
1867500,1869785,1867322,1869785,"Npun_F1519","protein serine/threonine phosphatase",409612,709473,750088,272,559833,821527,824237,321,608995,482343,508034,233,523078,518167,647674,246,420719,400321,459258,186,544805,526510,589466,242,555210,600363,714990,272,521101,577816,640379,253,504306,574119,461650,224,509044,550979,673744,252,796323,768563,666038,325,396602,518980,533119,211
1870062,1871642,1869786,1871789,"Npun_F1520","FHA domain-containing protein",134550,128927,55091,67,117593,97460,92898,64,135302,132743,131232,84,134803,112594,155983,85,141034,134515,127735,85,120442,122377,110975,74,119560,109405,115836,72,124283,126571,108578,75,103855,113055,88545,64,118023,107088,101695,68,119793,123456,138200,80,91772,70724,80622,51
1871790,1872437,1871790,1872648,"Npun_F1521","hypothetical protein",596074,561787,215803,706,517079,455984,343287,677,604862,539064,489543,840,493593,448858,306875,642,721601,548946,442750,881,518996,508518,346838,706,610926,481488,421658,778,570910,390574,419445,710,1054874,978026,1072576,1597,533831,378295,321434,634,1361657,1052774,876253,1692,954464,946819,742156,1359
NA,NA,1872649,1872779,"predicted RNA","-",72533,98818,41524,541,100983,117644,77205,752,121146,60606,63141,623,73896,63527,53674,486,117898,90661,88617,756,98993,84678,64902,632,111758,98067,93797,772,97463,68564,107410,695,215068,262702,161138,1625,97215,70716,74369,616,577106,371771,236834,3017,221002,319483,243700,1995
1874150,1872780,1874414,1872780,"Npun_R1522","forkhead-associated protein",371257,488117,286521,278,397969,337702,286927,248,454560,360806,376895,289,426474,406732,400378,299,460653,406318,407623,309,384741,395254,328654,269,451110,421443,389632,306,415386,373469,425052,295,561030,671106,569560,438,391530,360600,326346,262,1215526,964815,738937,709,633341,676829,572174,457
1875697,1875245,NA,NA,"Npun_R1524","hypothetical protein",17890,9766,0,20,35517,17240,23579,56,10574,9114,8708,20,6328,9286,9168,18,30138,26884,28849,63,10590,12138,12556,25,8940,6460,6204,15,5684,8709,5413,14,14391,19756,25757,44,10365,8208,12376,22,12133,12143,12597,27,11555,11510,8475,23
1876402,1875944,NA,NA,"Npun_R1525","hypothetical protein",1134,563,0,1,4470,4251,8110,12,695,489,166,0,606,571,1178,1,6097,4792,6399,12,3371,3253,3493,7,408,428,331,0,67,182,595,0,2567,2001,523,3,2415,1440,3321,5,1435,914,881,2,1981,1900,2143,4
1878970,1876688,1879118,1876688,"Npun_R1526","molybdopterin oxidoreductase NarB",1252156,429408,425632,307,583258,483665,197138,184,1097961,341277,310332,255,355281,262487,197025,118,696852,796383,680347,317,503452,341109,267877,162,306079,298328,268784,127,255573,247716,199326,102,988924,1343800,975057,482,261072,138371,134889,78,1814329,1599589,1387846,701,840162,454439,391945,246
1880715,1879213,1880830,1879213,"Npun_R1527","nitrite transporter NrtP",2833313,1118091,376957,959,1129112,804943,506267,541,2016675,1078877,1013467,911,910763,770205,654374,517,1454842,1641852,1264819,967,954528,810475,642729,533,733916,858367,693707,506,817641,853319,641224,512,1396452,1499574,1263799,922,818334,479699,448226,387,1378310,1553462,1796520,1048,1020358,467039,573776,457
NA,NA,1880831,1880882,"predicted RNA","-",131582,80518,35550,1587,79297,67863,52739,1281,149666,69370,82691,1934,71472,75267,55438,1296,82300,92325,80790,1637,70920,62754,57617,1226,62481,62941,60385,1191,59646,65151,59996,1184,82793,89809,71610,1565,73585,43956,49899,1073,67610,73890,77736,1405,53855,28552,35927,758
1882472,1880889,1882605,1880883,"Npun_R1528","ferredoxin-nitrite reductase",5464994,3961343,2796556,2572,3564821,3828004,3061879,2200,6407005,3523515,3642628,2856,3408656,3373209,3089082,2077,3098664,3781834,3326044,2147,2868318,2714223,2824658,1769,2872172,2809327,3173617,1863,2540446,3212961,3379265,1921,2823072,3402766,4260615,2206,3312386,2356289,2591171,1738,2663349,3003171,3601470,1950,2175236,1741039,2342761,1317
NA,NA,1882606,1882619,"predicted RNA","-",23257,14824,8240,1102,8311,14393,12509,838,15936,11208,8804,855,3983,4791,5401,337,5328,6076,5749,408,4947,5167,6182,388,6092,4734,6105,403,5390,5664,7346,438,6253,5976,3371,371,5699,4215,6741,396,5711,4930,5621,387,3428,8227,12396,572
1882939,1883349,1882620,1883366,"Npun_F1529","Rieske (2Fe-2S) domain-containing protein",53477,42826,27251,100,37539,17459,19766,60,19199,44276,39493,83,54745,52426,45046,123,46123,46767,32116,101,30076,30706,20502,65,30296,29797,23883,68,39171,39248,32820,90,25551,21235,25996,59,20564,15530,16204,42,26504,28637,35664,73,18836,9695,10626,31
1883367,1884665,NA,NA,"Npun_F1530","HEAT repeat-containing PBS lyase",65254,47934,26191,35,40902,23035,31146,24,32171,36489,41084,28,44764,46555,58217,38,41978,46635,40383,33,28725,28981,26285,21,21085,21235,19379,15,26920,36450,25720,22,21570,16301,37618,19,20509,17763,19240,14,24263,31087,42288,25,16990,10555,10260,9
1884856,1884689,NA,NA,"Npun_R1531","hypothetical protein",899,535,0,2,123,532,579,2,1083,186,419,3,472,420,690,3,351,541,114,1,266,433,322,2,99,173,283,1,368,306,326,1,340,444,0,1,284,258,206,1,340,240,554,2,77,172,284,1
1885555,1885163,NA,1885163,"Npun_R1532","hypothetical protein",12106,2335,6238,17,4673,6750,5828,14,10086,4695,5865,17,4759,3404,2633,9,8091,6649,5494,17,3859,5502,6565,13,4357,4926,3546,10,2401,3789,3076,7,2524,2515,5141,8,4438,5064,4276,11,1602,1935,1939,4,3241,1695,914,4
1885784,1885533,NA,NA,"Npun_R1533","XRE family transcriptional regulator",1282,443,0,2,354,2573,914,5,2126,1881,1658,7,873,982,221,2,2075,1691,1215,6,1173,1078,1305,4,594,510,998,2,673,709,815,2,506,736,1150,3,1411,1249,609,4,273,347,806,1,910,233,1834,3
1886077,1887024,1886077,1887024,"Npun_F1534","NtcB family transcripitonal regulator",128577,89546,66627,100,142283,158871,149799,158,186295,113814,133934,152,87663,99746,72841,91,117618,126196,132231,132,114238,118755,117502,123,99161,98057,107966,107,75857,97891,98521,95,96091,113361,70823,98,147075,133240,137255,146,76437,88517,101031,93,77754,49439,78389,72
1887110,1888183,1887025,1888278,"Npun_F1535","hypothetical protein",196153,163358,95732,141,206468,175659,161810,168,229366,174933,192198,185,148893,154789,190940,153,183614,206785,197675,182,201746,208597,201519,189,187710,206788,199242,184,159787,186046,173175,161,166893,192937,277151,197,220990,218404,208191,200,155210,164869,216939,166,161936,115819,138203,129
1889697,1888279,1889842,1888279,"Npun_R1536","cell envelope-related transcriptional attenuator",284304,341566,309623,219,247593,262147,291860,188,405032,325678,365099,257,328974,310804,323023,226,236749,219695,222896,159,282294,271387,277582,195,342673,378487,364110,254,341108,327862,370579,244,231574,276091,289113,187,285219,277429,309218,204,251672,298454,266044,191,361087,372208,316262,246
1890346,1889984,1890504,1889966,"Npun_R1537","hypothetical protein",28621,25266,12742,61,21406,21462,15540,53,23947,26571,24467,68,31641,26136,33619,83,24164,26732,28194,72,19156,20923,19073,54,23400,26030,19034,62,25840,25875,22978,68,14882,21698,21386,53,23388,19362,18572,56,24391,26123,35414,78,20490,18354,20526,54
1890582,1891748,1890582,1891748,"Npun_F1538","hypothetical protein",338050,349697,142407,237,228141,144249,158717,151,237218,300408,274191,231,322794,324245,352969,285,227339,242454,221730,197,222336,209551,191247,177,262067,273370,232567,219,324563,327226,258897,260,213216,199885,125469,153,219005,232179,170389,177,181950,186688,258436,179,171912,78576,97917,99
1893104,1891773,1893108,1891749,"Npun_R1539","proteinase inhibitor I4 serpin",182116,382388,197321,190,72467,94802,77739,61,96535,115752,113133,81,128662,147810,150651,106,52306,58922,63840,43,76614,65737,54367,49,110055,102025,129085,85,150858,162702,151757,116,62723,81328,57814,50,67365,66930,76224,52,217281,183269,170107,142,80702,107487,102500,72
1895377,1893782,1895396,1893782,"Npun_R1540","peptidase S8/S53 subtilisin kexin sedolisin",186449,223845,247469,137,114743,156153,155113,88,178350,156632,151670,101,188071,206044,225964,129,140094,127900,136536,84,115075,117100,105588,70,196343,162277,210500,118,190025,205092,212385,126,131556,160543,106248,83,108769,111123,124916,72,348646,223365,240425,169,114052,161738,154210,89
1895546,1896253,1895399,1896253,"Npun_F1541","ribulose-phosphate 3-epimerase",440735,262260,98263,377,201775,120247,150883,222,190958,300323,276500,361,382081,375307,356611,524,264372,304071,263138,391,164593,171860,171883,239,200504,196598,180211,271,318488,288466,251136,403,162042,150995,200807,241,141489,140319,124203,191,122836,165432,208878,234,154144,100904,116734,175
NA,NA,1896411,1896750,"predicted RNA","-",389951,274890,104914,754,349974,402907,384612,1115,235020,406985,374268,996,190927,243501,159341,582,512025,555452,458020,1495,494097,494192,425202,1385,471561,406422,379463,1232,282982,237039,222505,727,630139,640995,252257,1493,500522,392061,486180,1351,220645,217292,159827,586,404017,421438,454352,1254
1897461,1897120,1897474,1897081,"Npun_R1542","heterocyst differentiation protein",21257,26505,6974,53,39891,43044,44313,124,22650,17144,15298,53,8747,8230,8998,25,29073,24821,22804,74,33728,37464,32498,101,23566,26333,24815,72,12365,10330,13621,35,33003,42482,20267,93,34600,35619,42552,109,2999,2367,3520,8,18803,31459,28260,76
1897901,1897560,1897909,1897560,"Npun_R1543","hypothetical protein",41519,52800,16303,107,73410,72543,76996,217,47272,35665,37037,116,15148,18410,8062,40,57210,49823,39272,142,74748,74258,61826,205,43699,43526,42806,126,20813,14139,16720,50,57054,61173,23983,138,57258,59697,71029,183,3645,3326,1809,8,30940,33644,26795,89
1901836,1899431,1901894,1899431,"Npun_R1544","hypothetical protein",36435,39256,22483,13,99343,80483,93234,37,43055,39643,41315,17,42701,36859,43390,17,76367,65724,63924,28,58014,62975,72258,26,45156,34418,38621,16,34630,38808,36356,15,59130,57232,63431,24,63056,63836,67877,26,33492,31228,39448,14,54477,69225,78350,27
1902428,1903660,1902344,1903660,"Npun_F1545","peptidase domain-containing protein",529692,560318,241583,359,698495,602847,439771,470,676089,507529,495272,453,439754,408698,408244,339,867393,805125,671224,633,753661,736907,543497,549,751851,652325,506980,516,599519,416264,522591,415,1252262,1205364,1432584,1051,741914,604830,567979,517,1877490,1429060,1199638,1218,1057059,864316,826679,742
1905902,1903866,1905919,1903854,"Npun_R1546","protein kinase",178922,328855,223219,119,113517,142840,115791,60,128245,177308,151609,74,191726,182247,170028,89,83139,85240,74855,39,114930,102032,75450,47,144928,146555,139778,70,163168,201010,111754,77,82330,84760,70367,38,100186,103081,96839,49,150020,110050,132657,64,68798,51903,53150,28
1907522,1906470,NA,NA,"Npun_R1547","serine/threonine protein kinase",17425,12195,4502,10,10838,9872,7381,8,12302,10043,10844,10,8268,9289,5305,7,9356,8788,8163,8,9028,9640,7685,8,6251,10967,8663,8,8984,9526,8226,8,7145,6496,2600,5,11850,8802,8151,9,11059,11636,9306,10,11346,13718,8061,10
1910023,1907795,1910101,1907795,"Npun_R1548","glycoside hydrolase family protein",226392,228646,163978,92,332117,326172,347015,150,250103,234561,251313,110,244476,222728,235706,105,307196,296813,307789,136,278846,292237,327084,134,231201,248542,246397,108,236010,236051,230287,105,297444,303593,325309,138,297107,320954,330712,141,218851,228484,232561,101,277656,330750,351286,143
1910332,1910102,1910526,1910102,"Npun_R1549","NifU domain-containing protein",201730,173930,74220,649,161421,108204,96721,528,126471,204454,178863,735,209924,184537,323603,1036,210334,224983,226931,955,163672,178196,164702,730,174315,162259,145527,695,193876,230279,157564,839,194960,146739,337123,979,167539,160503,122917,650,114210,157964,257072,763,139742,64501,78417,407
1912704,1910917,1912704,1910917,"Npun_R1550","GAF sensor signal transduction histidine kinase",237398,286510,186580,132,203733,203360,232214,119,246844,278677,280363,150,276182,280878,245366,149,315018,342708,284120,175,285348,256892,225840,143,294374,356527,330376,182,337743,299180,307382,176,369614,512376,191905,200,306623,314011,331249,177,308807,338733,267102,170,440835,426711,370849,230
NA,NA,1912705,1912729,"predicted RNA","-",13714,19297,16244,656,17501,17853,16195,687,16107,18566,22593,763,19746,19694,22931,831,25657,23810,23025,966,23767,20628,19472,851,25474,26221,25381,1027,25429,18968,23721,908,36771,45909,12441,1268,26185,21952,26877,1000,24724,26550,16595,904,35444,37809,30867,1388
1913113,1912877,1913180,1912730,"Npun_R1551","hypothetical protein",166068,170358,60300,557,175138,155456,135011,654,118949,197898,207659,737,205370,200353,262164,939,276426,286683,313428,1232,235042,217473,200671,918,243824,236303,244217,1018,225030,227088,218316,942,331870,364493,226152,1297,251643,235333,235094,1015,219244,227162,254940,986,353010,271703,240910,1217
1913723,1915534,1913723,1915534,"Npun_F1552","GTP-binding protein LepA",341227,381795,361683,199,269720,289933,323227,162,354562,317824,325349,183,412478,415570,454817,235,236149,244790,259226,136,227388,235584,254845,132,278716,292654,320172,164,351900,356186,418132,207,230563,253357,221054,129,226585,235724,256884,132,300709,284092,273496,157,221563,228738,262798,131
1915882,1918548,1915848,1918557,"Npun_F1553","PAS/PAC and GAF sensor-containing diguanylate cyclase",196473,199241,147822,67,107976,138828,129349,47,145905,155569,146630,56,176900,183395,184959,68,124105,139875,135855,49,141631,140338,133364,51,179004,172484,181376,66,177468,179244,158693,64,125622,142147,73907,42,156679,152407,149864,57,190304,155509,199845,68,128131,135498,124679,48
1918773,1919960,1918757,1920007,"Npun_F1554","group 1 glycosyl transferase",74713,96134,105562,77,72570,103763,96724,76,79298,97077,94879,76,83595,86925,82906,71,80699,79695,76163,66,76342,81683,81738,67,92576,88705,89948,76,83624,89057,87690,73,80355,77268,86767,68,86261,82143,88748,72,106738,103277,105313,88,70136,77263,81900,64
1920969,1920163,NA,NA,"Npun_R1555","pentapeptide repeat-containing protein",9191,9681,441,7,13433,9942,10744,14,8827,8559,8328,10,9119,7234,11934,11,10026,11273,10523,13,8201,9351,9626,11,8909,11591,8726,12,8756,11924,8408,12,6993,8207,12948,11,11763,11251,9834,13,8405,11607,13028,13,7385,6792,7113,8
1921621,1920980,NA,NA,"Npun_R1556","microcompartments protein",2885,3937,0,3,10034,10235,8485,14,4549,2516,2089,4,2752,2868,5184,5,3361,2871,2212,4,2452,3005,5009,5,2317,2759,2606,3,745,2332,4322,3,1710,2730,6859,5,3801,3857,4338,6,2213,2691,1976,3,2125,3368,5047,5
1922570,1922373,1922570,1922346,"Npun_R1557","hypothetical protein",14283,28683,5562,81,28651,23399,31543,140,18216,18701,19696,95,17487,17742,18808,90,23562,24345,22281,118,21401,20083,20467,104,24029,16848,16084,95,14283,12992,18126,76,17723,16024,7910,70,16585,13970,18212,82,16303,12224,17359,77,9392,13472,16405,66
1923946,1922675,1923981,1922636,"Npun_R1558","group 1 glycosyl transferase",58078,58454,22836,36,168813,119082,147947,114,46981,52522,53341,40,53632,52603,51295,41,107425,105846,98386,81,86140,89276,88313,69,51429,52993,47038,39,43362,40677,41650,32,78860,81724,72560,61,87604,104997,103844,77,36933,37545,35038,28,75206,52685,54859,47
1926406,1924568,NA,NA,"Npun_R1559","type I phosphodiesterase/nucleotide pyrophosphatase",12269,14052,0,4,36731,32420,36759,19,30280,18385,19877,12,14399,11366,9534,6,34080,27286,23471,15,31707,31799,34171,17,19746,23034,23300,11,18548,13758,16744,8,36715,55250,29860,22,32059,32705,36402,18,24689,22082,17501,11,43769,32872,31975,19
1926749,1927747,1926713,1927809,"Npun_F1560","hypothetical protein",199880,130245,74426,134,212705,198033,156927,189,187233,110216,100543,132,61431,59043,43995,54,379790,297465,152554,276,209960,235392,106714,184,146303,115928,76770,113,133752,53733,80102,89,394879,361370,335441,364,198422,111941,114184,141,519576,318320,247445,362,297596,378177,326399,334
1928941,1927970,1928977,1927947,"Npun_R1561","N-acetyl-gamma-glutamyl-phosphate reductase",345885,250976,275309,299,190104,206955,196395,203,199489,252167,217576,229,261261,275436,293055,284,287126,330794,319813,321,205278,210459,189772,207,218685,206436,222380,222,226837,306082,239077,264,248660,242121,394147,303,217468,206186,186505,209,273598,256652,322754,292,170855,127156,150377,153
1929453,1929262,NA,NA,"Npun_R1562","hypothetical protein",917,1207,0,3,0,0,973,1,844,343,542,3,575,1604,655,4,637,717,463,3,703,835,757,3,1114,1151,823,5,1086,1117,1174,5,1047,803,219,3,615,230,492,2,2762,2215,1698,11,673,105,1210,3
1929891,1931246,NA,NA,"Npun_F1563","major facilitator transporter",7911,10440,5503,5,6269,14089,8973,7,9501,9111,9816,6,8645,9221,10616,7,7455,8292,10521,6,10222,10546,10785,7,11455,10008,11746,8,9135,8652,11326,7,9075,10780,17730,9,12834,11857,14926,9,14917,11171,12022,9,18227,18990,12807,12
1932765,1931251,1932978,1931247,"Npun_R1564","glycerol kinase",43818,38040,27633,24,83075,81290,80216,53,54188,54003,51770,35,47780,47564,60490,34,77830,74532,77931,50,74483,72929,73871,48,52083,46341,54138,33,40758,47556,46751,29,56405,50428,55761,35,68624,66013,71051,45,35493,38236,38133,24,47782,42264,48469,30
1934148,1932979,NA,NA,"Npun_R1565","CRP/FNR family transcriptional regulator",59817,60130,45438,47,15002,24629,23641,18,39729,55524,46581,40,57835,72172,57811,53,23734,17195,17159,16,19525,17316,18099,15,53220,57228,55044,47,68179,83438,65805,61,27263,29748,18869,21,20208,22341,16071,16,58388,51204,68443,50,22018,20876,21152,18
1935861,1937091,1935861,1937094,"Npun_F1567","transposase family protein",179246,364966,279281,222,69525,84307,72386,61,147799,168362,160076,128,289756,320485,272024,238,54694,65308,77581,53,87125,78362,74923,65,249167,189953,236529,182,311115,323494,325328,259,107577,106944,73575,78,86813,85204,101095,73,949880,497157,424129,506,60434,82497,96491,64
1938810,1938616,NA,NA,"Npun_R1570","hypothetical protein",789,3606,0,7,632,0,1416,3,0,791,789,2,439,1035,387,3,512,105,258,1,178,399,142,1,233,1535,479,3,1596,1125,134,4,112,2304,0,4,381,942,313,2,252,362,485,1,8096,13934,2028,41
1940184,1939396,NA,NA,"Npun_R1571","hypothetical protein",14451,15540,16597,19,19492,13930,23973,24,15793,10251,13505,16,9947,9720,5811,10,13217,14109,12645,16,13764,14068,12466,17,14082,17041,14121,19,14250,11202,16913,17,8486,11485,11614,13,13053,14609,17874,19,16978,19787,13048,21,10211,9387,10343,12
1940183,1940950,NA,NA,"Npun_F1572","hypothetical protein",3846,3331,6150,5,2384,3400,7254,5,7719,3454,3472,6,1900,1942,2626,2,3134,3343,2682,3,2510,2811,3352,3,2545,3799,4079,4,3058,3143,4376,4,1709,2274,2445,2,3055,1869,2771,3,4442,3830,4471,5,2877,2446,3160,3
1941520,1941140,1941599,1941140,"Npun_R1573","hypothetical protein",46526,26634,4561,67,52684,34362,44889,115,25244,38400,41665,92,43447,32627,37296,99,90046,100280,87944,243,65913,70444,67502,178,29431,37080,30009,84,33944,34340,28763,84,83509,65832,45741,170,74456,82779,50803,182,23694,25670,38402,76,62364,37444,44284,126
1942088,1941600,1942171,1941600,"Npun_R1574","hypothetical protein",104086,61599,26250,130,85057,81678,80298,168,80822,107862,103581,199,73539,83546,39713,134,113258,121756,96492,225,93730,98881,93052,194,78055,80624,65606,152,79609,77322,74106,157,104640,88244,101941,200,84992,80481,82644,169,48127,54842,55707,108,75558,83897,77991,161
1943019,1942333,1943019,1942182,"Npun_R1575","Mg-protoporphyrin IX methyl transferase",22750,19994,11477,26,119547,85099,115058,155,30842,28037,28803,42,21217,20025,21275,30,115232,100213,113603,159,89306,89565,110409,140,27353,26588,31443,41,21537,25670,27596,36,94659,88182,58653,117,86045,91167,90921,130,24796,28198,25624,38,73877,53415,60190,90
1944344,1947370,1944329,NA,"Npun_F1577","exonuclease SbcC",167174,191324,151353,56,125100,171268,155214,49,266248,150643,177880,65,194987,192552,237334,68,96366,98892,107637,33,103604,105461,107001,34,146196,158449,183524,53,177460,181909,235502,65,85967,110173,81150,30,100975,116857,124139,37,229923,219021,209281,72,86345,98616,108857,32
1948716,1947367,1948776,NA,"Npun_R1578","peptidoglycan binding domain-containing protein",164271,165608,119187,110,297412,201623,225604,178,214387,270530,274102,187,197444,199802,176594,141,330149,336114,306073,240,313496,296737,267573,216,232036,251355,244303,179,209945,185132,178814,141,278245,308434,186500,190,315449,314105,296790,228,175439,226485,181207,143,339970,227080,222399,194
1949606,1949058,1949606,1948840,"Npun_R1579","SH3 type 3 domain-containing protein",50218,53606,44849,90,48600,44349,54465,89,49236,46831,45546,85,51075,44344,53668,90,46066,46658,51056,87,44886,45867,45790,82,36811,42500,41400,73,38671,44484,43801,77,40353,49304,50655,85,51911,46395,50388,90,42598,37842,42012,74,40414,44787,44785,78
1951236,1949725,1951236,1949718,"Npun_R1580","ATPase",36197,49494,58298,31,79592,81544,103532,58,52265,54403,50065,34,50937,51776,62861,36,76049,85123,86971,54,73713,72831,77534,49,54580,52551,58758,36,42617,47254,53082,31,100147,111458,115013,72,86331,92610,97339,60,65962,65088,61253,42,72784,84900,93159,55
1951301,1951999,NA,NA,"Npun_F1581","HEAT repeat-containing PBS lyase",13466,8085,4502,12,11455,7930,6583,12,6254,6152,7512,9,6697,7021,5851,9,7713,8738,8230,11,6024,6226,6787,9,6055,8134,5756,9,6420,6377,5787,8,5514,5392,6108,8,8642,6078,8171,10,9753,8799,8601,12,5855,7304,6134,9
1952657,1952070,NA,NA,"Npun_R1582","hypothetical protein",6741,4891,0,6,2519,7318,5040,8,3227,4631,1566,5,2738,3505,5534,6,2390,1570,2719,3,907,1877,1711,2,3097,1549,4147,4,2351,2825,1989,4,4000,3191,3367,5,1367,1583,1743,2,6628,4442,6633,10,3744,8759,8227,11
1953524,1953003,1953686,1953003,"Npun_R1583","hypothetical protein",63846,43755,66686,111,61274,76764,71406,133,46618,39508,35652,77,46691,59976,49440,99,79344,80227,83059,154,46739,55393,51909,98,41142,44413,49633,86,50956,60398,56701,107,54204,58463,48501,102,42115,40913,55842,88,68907,71148,74295,136,44321,54722,57150,99
1954214,1953687,NA,1953687,"Npun_R1584","single-stranded nucleic acid binding R3H domain-containing protein",120534,106946,134932,228,244270,216747,232129,437,104684,91989,105780,190,101584,110714,89077,190,217760,211924,208879,403,150058,143245,120963,261,78242,82735,102772,166,118364,104951,118977,216,177012,207973,124198,321,155370,157700,158004,297,181770,231640,132972,344,154974,171713,190863,326
1955362,1954211,1955362,NA,"Npun_R1585","inner membrane protein translocase component YidC",530620,676200,712889,555,1078680,1173727,1338856,1039,618192,576213,564965,509,677571,682024,687723,592,1024314,1108251,1144879,948,786276,743362,709916,648,583697,586845,637810,523,692375,699711,693966,603,1018448,1200562,861789,891,1005692,1041024,1024080,888,1573810,2073292,1212037,1406,1005038,1099288,1291333,982
1955961,1955569,NA,1955517,"Npun_R1586","hypothetical protein",196456,180771,227663,513,190291,245842,200039,539,146637,232113,237213,522,218467,194594,201120,520,373541,428128,347574,974,212360,204024,187954,512,207070,189286,185135,493,208540,187919,182687,491,393159,336239,294994,868,232933,200407,197565,535,186167,223677,199180,516,165143,135774,134683,369
1956370,1955948,1956370,NA,"Npun_R1587","ribonuclease P",194289,262749,272101,574,192656,162351,188812,428,149124,179582,184418,404,212866,190396,180522,460,187801,171549,154038,404,137190,125034,132441,311,195895,172788,190332,440,214393,177631,193526,461,147331,158335,77231,301,123796,124719,120087,290,215166,160255,147363,411,107573,112747,118596,267
