"Translation.Start","Translation.Stop","Transcription.Start","Transcription.Stop","Synonym","Product","Dawn0-1","Dawn0-2","Dawn0-3","Dawn0","Dusk0-1","Dusk0-2","Dusk0-3","Dusk0","MidDark1-1","MidDark1-2","MidDark1-3","MidDark1","Dawn1-1","Dawn1-2","Dawn1-3","Dawn1","MidLight1-1","MidLight1-2","MidLight1-3","MidLight1","Dusk1-1","Dusk1-2","Dusk1-3","Dusk1","MidDark2-1","MidDark2-2","MidDark2-3","MidDark2","Dawn2-1","Dawn2-2","Dawn2-3","Dawn2","MidLight2-1","MidLight2-2","MidLight2-3","MidLight2","Dusk2-1","Dusk2-2","Dusk2-3","Dusk2","Dark24-1","Dark24-2","Dark24-3","Dark24","Light24-1","Light24-2","Light24-3","Light24"
129884,132049,129743,132049,"Npun_AF093","peptidase S8/S53 subtilisin kexin sedolisin",72578,175227,139170,59,127353,162356,138416,65,118489,218246,202364,82,180087,195751,217568,91,95667,114223,118285,50,181673,146576,143072,72,323830,269455,367338,147,319507,322492,309983,146,137145,160293,166244,71,153401,172132,158224,74,111517,104836,89559,47,157493,220920,281118,101
132368,135580,132050,135697,"Npun_AF094","Fis family transcriptional regulator",47301,90390,145350,29,59359,104306,106091,27,60457,95115,82004,24,75669,87671,82473,25,46232,47130,53687,15,65083,61526,51405,18,120079,99023,152462,38,122341,129791,141830,40,56611,69076,54330,18,63466,61977,76343,20,100280,71133,62389,24,72881,143934,162763,39
135698,137989,135698,137989,"Npun_AF095","peptidase C14, caspase catalytic subunit p20",123030,257771,138699,75,175253,206850,184911,82,212898,298093,300952,118,281365,278699,300684,125,136423,145342,170744,65,213800,177935,169529,81,380945,318222,441085,165,397037,402262,372241,170,187501,187960,195481,83,181883,208639,187370,84,196384,163957,149192,74,213346,263112,327445,116
138342,139550,138200,139578,"Npun_AF096","hypothetical protein",56499,60527,57975,48,51216,43527,44586,38,49348,66864,65374,50,59181,58276,52275,46,36652,43012,38315,32,38760,40426,28479,29,48458,52679,50898,41,60941,62492,49050,47,26929,33055,24326,23,45306,46413,38236,35,33299,34433,38002,29,40774,35809,41269,32
139579,140475,NA,NA,"Npun_AF097","hypothetical protein",11312,6287,4561,8,6237,4913,5173,6,9275,9090,6592,9,8012,9639,7884,9,6289,5591,6681,6,5067,6136,3642,5,4815,5283,6366,6,6911,7782,5730,7,3869,3839,1857,3,4077,5603,4272,5,4584,3744,5000,4,4589,4090,5134,5
140571,143897,140571,144118,"Npun_AF098","hypothetical protein",125515,104330,81577,31,147207,127098,144987,42,97574,126624,128093,35,114838,103692,104384,32,124234,161665,152190,43,119105,114462,94061,32,91868,78804,81990,25,94666,98651,84873,27,88659,87265,76168,25,121191,109841,101310,33,102122,87412,108199,29,113111,79323,111835,30
145778,146284,145778,146317,"Npun_AF102","TPR repeat-containing protein",59068,178993,68893,201,32038,77720,48914,104,87269,185569,147984,276,100312,132679,85542,209,28792,34510,35473,64,75319,57252,56379,124,257009,170141,203783,414,221913,187873,155217,371,51193,44049,71785,109,55314,49846,48144,100,59164,46874,48570,101,57570,68792,84691,138
148064,147477,148064,147402,"Npun_AR105","hypothetical protein",121765,152338,86874,204,97567,84192,94946,156,85387,134213,141879,204,173512,166623,168304,288,73139,91571,105830,153,97793,90968,86880,156,122740,100000,108826,187,138890,144804,114444,225,72046,72160,95029,135,84381,87509,83803,144,141158,137221,159728,248,77723,59105,71262,117
148537,151602,148520,151650,"Npun_AF106","TPR repeat-containing protein",41332,78593,163772,30,63284,109339,96288,29,71885,83161,80393,25,80098,87542,86719,27,47483,50554,62656,17,68154,66073,67511,21,113276,102114,152834,40,123937,131586,137812,42,62703,67147,67866,21,75789,89421,91102,27,73085,65205,59354,21,87313,135923,167149,42
151682,154432,151682,154487,"Npun_AF107","TPR repeat-containing protein",79948,113321,133784,39,70584,111226,103412,34,79369,112458,95997,34,103256,119424,131381,42,51299,62182,78292,23,64404,68319,63586,23,106117,96663,142895,41,120104,146064,139727,49,42849,49256,65860,19,76572,80283,78767,28,95415,80309,103499,33,76477,125384,144890,42
154488,158066,NA,NA,"Npun_AF108","TPR repeat-containing protein",38455,54203,54178,13,46375,68873,61198,16,53246,34214,40853,11,37730,43758,39633,11,23717,29099,36382,8,27958,28894,21794,7,35921,40760,44948,11,43553,46379,44037,12,25744,35226,29872,8,37029,34022,36641,10,64743,50454,55682,15,42408,68304,80111,17
159088,158408,159088,158372,"Npun_AR109","hypothetical protein",155993,179545,80429,203,86386,67071,65307,107,80400,132626,122994,164,149124,147139,159652,223,67387,84742,91981,119,80525,86032,66787,114,101801,99908,99221,147,114622,128675,96875,166,51408,53310,84902,92,82313,81878,69325,114,102121,98891,142032,167,49720,40740,45806,66
159558,159091,NA,NA,"Npun_AR110","hypothetical protein",23712,21133,32960,55,8478,5899,5818,14,10534,11149,11554,23,18492,20088,18118,40,8468,8708,8489,18,4913,6894,5163,12,6780,8809,9726,18,13243,15005,11892,28,4112,4921,7011,11,5984,5141,4465,11,17583,14657,25080,40,4845,3153,3729,8
160184,159762,NA,NA,"Npun_AR111","S23 ribosomal protein",35595,26957,14891,61,16140,16190,14905,37,28774,32227,26555,68,38201,34130,38009,86,18806,19310,19242,45,15484,20430,13067,38,16132,18110,12231,36,19739,16302,18210,42,12747,9440,22449,35,16469,9299,7729,26,20703,15559,21926,45,8538,5275,6308,15
161277,160270,161277,160185,"Npun_AR112","phage integrase family protein",88119,92577,115656,98,24997,31633,32038,29,66294,47485,52778,55,87916,75874,78358,80,18344,20889,21974,20,14915,16664,12482,14,22453,33244,34894,29,50455,57548,53201,53,9870,11919,15309,12,18752,14369,17838,16,84743,74920,100536,86,10891,18292,22689,17
161661,161338,161795,161278,"Npun_AR113","hypothetical protein",31635,54625,56739,147,13716,8563,14410,37,23730,17538,15777,58,29845,34309,31756,98,5519,5633,6375,18,5887,5133,5119,16,16104,13113,18136,48,23388,32900,32604,91,3699,4843,6284,15,8000,6351,7621,22,53159,33707,33389,123,4208,6736,8246,19
162131,161796,NA,161796,"Npun_AR114","fdxN element excision controlling factor protein",13923,30032,47675,90,6253,7049,7895,21,13423,7466,4567,25,9862,7828,17802,35,1106,2562,3216,6,1511,2067,2125,5,8945,5772,9938,24,12733,16644,15285,44,1402,2265,3691,7,2682,1400,3007,7,40984,23473,22247,86,1650,6679,9623,17
162532,162119,NA,NA,"Npun_AR115","fdxN element excision controlling factor protein",21744,26918,10241,47,7331,4640,7026,15,13496,15808,14494,35,13280,20614,12721,37,1997,3905,3229,7,3333,4338,3504,8,12973,10916,10268,27,18608,21891,19757,48,1851,1935,6336,8,4578,2856,3625,8,23072,16376,23848,50,1832,1130,2413,4
163050,162595,163068,162593,"Npun_AR116","hypothetical protein",259371,242946,125691,459,35417,36702,34389,77,108655,189434,156288,332,222122,205380,207506,464,31531,43536,40146,84,36776,44648,38327,87,111073,95096,86867,214,178458,190522,127264,362,17842,20274,30635,50,32090,30047,31361,68,93945,83900,156723,244,20419,18452,21916,44
163650,164471,NA,NA,"Npun_AF117","Tn7-like transposition protein A",7215,11682,0,7,2925,2240,6739,4,7995,7278,5260,8,8647,10395,11226,12,4149,5548,5332,6,4695,5333,5319,6,7648,4425,6076,7,8370,9394,6086,9,3066,3928,3288,4,4430,4446,4338,5,7396,7793,14139,11,3052,3778,4035,4
164493,166721,NA,NA,"Npun_AF118","HMG-I and HMG-Y, DNA-binding domain-containing protein",9287,6888,18098,5,4669,14831,7700,4,7046,5504,5690,2,5995,4499,4802,2,4797,6684,4633,2,5632,3912,4315,2,4917,5747,5874,2,5814,6972,9104,3,3715,3105,3847,1,5682,4230,5759,2,9973,9508,12349,4,4576,9024,7883,3
166705,168381,NA,NA,"Npun_AF119","Tn7-like transposition protein C",5614,4548,4414,2,2420,7766,3369,2,4200,2528,3703,2,2998,2500,3448,1,2999,2942,3657,1,1878,1388,2392,1,2580,3588,2706,1,1919,3010,2004,1,1631,1688,1749,1,3486,1697,2840,1,2870,2223,4390,1,2852,3650,3577,2
168385,169722,NA,NA,"Npun_AF120","Tn7-like transposition protein D",10396,13635,13507,9,3542,7950,9481,5,5755,7672,3536,4,7278,6683,10461,6,3512,3658,5520,3,4538,3969,4119,3,6846,5350,6759,4,8354,6686,5907,5,2419,3589,3715,2,6073,5238,4665,3,11121,6897,9669,6,3449,5490,4854,3
174027,176636,NA,NA,"Npun_AF125","integrase catalytic subunit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176630,177769,NA,NA,"Npun_AF126","ATP-binding protein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177759,179345,NA,NA,"Npun_AF127","TetR family transcriptional regulator",99,175,0,0,0,253,0,0,0,49,12,0,114,14,354,0,51,0,63,0,68,95,6,0,209,56,65,0,77,188,126,0,4,45,191,0,65,39,76,0,303,143,304,0,62,110,65,0
180428,180216,NA,NA,"Npun_AR128","hypothetical protein",1937,286,3737,9,533,667,61,1,745,1309,604,4,505,435,759,2,402,1015,904,3,497,1292,364,3,512,260,317,1,465,1117,99,2,301,398,447,1,998,316,349,2,212,385,806,2,657,280,100,1
181343,181011,NA,NA,"Npun_AR129","hypothetical protein",7554,7448,5444,20,8287,5058,4174,17,7582,6696,6362,20,6717,8555,4373,19,7282,9138,7815,24,5755,8595,7395,21,5658,7421,4119,17,6403,5745,5968,18,4919,3700,7399,16,7229,4278,5943,17,5655,5484,4724,15,10048,8516,7311,25
182776,181430,182776,181430,"Npun_AR130","response regulator receiver sensor signal transduction histidine kinase",11970,30822,31489,18,16988,21721,13600,12,5103,11284,13570,7,11688,12911,20964,11,10895,12875,14479,9,12421,10249,9348,7,13886,36999,22118,18,22950,18380,22440,15,20574,41807,36903,24,23685,30535,32926,21,20975,24772,14373,14,197834,357643,191247,184
185318,182811,185318,182777,"Npun_AR131","multi-sensor hybrid histidine kinase",20305,27158,43761,12,19006,24758,17363,8,11401,20124,18671,6,19646,21008,24487,8,26856,27591,30585,11,20251,18284,14845,7,22270,38457,33628,12,31855,29356,25357,11,40202,88080,56588,24,28285,38489,38455,13,17236,22949,14072,7,249173,416614,209294,116
186212,185328,186212,185319,"Npun_AR132","molybdenum ABC transporter, periplasmic molybdate-binding protein",6079,9478,13625,10,7761,6800,4027,7,2885,5313,4742,4,6073,5911,7582,7,15415,17609,14605,17,5984,6890,3113,6,6708,16894,9815,12,14707,11268,9916,13,25867,68275,20910,43,12776,12289,15428,15,3704,6599,3099,5,122834,170281,92823,145
188569,186443,188670,186438,"Npun_AR133","PAS/PAC sensor signal transduction histidine kinase",8730,15125,18098,6,6185,8921,6987,3,7399,10156,6608,3,13431,13224,12087,6,9764,11860,9566,4,4694,6630,4176,2,10681,15032,14973,6,13984,16233,12847,6,16634,37791,23883,12,10579,11355,11607,5,7447,10802,11995,4,87073,144387,78763,48
190540,192702,190510,192709,"Npun_AF138","diguanylate cyclase/phosphodiesterase",127802,110141,43172,43,49739,56422,64073,26,81486,88132,80098,38,96337,102220,95893,45,43925,61379,63817,26,45201,55175,48370,22,62418,77260,78788,33,98888,120995,100815,49,45420,50199,45621,21,55996,58036,56826,26,90925,120443,99630,47,61453,65552,62588,29
195682,193853,195684,193853,"Npun_AR140","integral membrane sensor signal transduction histidine kinase",33744,41588,13507,16,30298,30493,34125,17,30093,29877,28389,16,25269,27733,33041,15,25691,32073,29830,15,22584,24888,25462,13,24179,34828,33139,16,35146,28006,35786,18,22152,35310,18657,13,35558,32659,37454,19,60295,60752,47246,30,54617,75230,58668,34
197201,196944,NA,NA,"Npun_AR141","hypothetical protein",0,515,0,0,903,0,0,1,89,62,0,0,33,157,18,0,102,78,259,0,157,0,54,0,99,0,257,0,184,0,0,0,44,80,0,0,166,6,150,0,290,0,11,0,96,234,247,0
197544,201158,NA,NA,"Npun_AF142","GAF sensor signal transduction histidine kinase",20867,17945,12948,4,11885,9802,5303,2,6224,17967,13805,3,13603,12284,12643,3,7685,12113,10488,2,9185,10270,8026,2,10896,13897,11188,3,15001,14841,10774,3,8965,16005,6432,2,11224,8780,9996,2,6766,9032,11960,2,101545,143517,64505,28
204427,201296,NA,NA,"Npun_AR143","diguanylate cyclase/phosphodiesterase with PAS/PAC and GAF sensor(s)",24535,17480,8975,5,15376,17136,17875,5,11172,14186,10503,3,11901,9179,11532,3,15261,20074,21646,6,10814,10873,7518,3,10048,9652,8762,3,10215,10831,10027,3,9989,13162,14706,4,14614,12234,10996,4,21818,16141,19864,6,20103,17511,18589,5
205130,204816,NA,NA,"Npun_AR144","hypothetical protein",929,1031,0,2,0,0,983,1,248,788,705,1,680,149,30,0,409,641,716,1,866,969,734,2,384,200,352,0,297,458,379,1,0,223,0,0,1131,407,372,2,129,157,533,0,687,1266,1391,3
205451,205254,NA,NA,"Npun_AR145","hypothetical protein",157,0,0,0,485,0,312,1,0,64,133,0,89,537,174,1,208,244,130,0,16,212,368,1,223,54,84,0,15,60,257,0,171,56,0,0,225,126,101,0,0,135,163,0,122,144,0,0
205918,205448,NA,NA,"Npun_AR146","hypothetical protein",430,522,4296,3,0,0,201,0,0,767,260,0,613,750,123,1,326,481,400,0,371,559,219,0,576,280,354,0,1395,1033,878,2,183,239,0,0,374,154,496,0,372,446,113,0,474,467,0,0
207330,205915,NA,NA,"Npun_AR147","C-5 cytosine-specific DNA methylase",1198,849,0,0,597,1184,433,0,289,719,494,0,616,536,1034,0,667,906,439,0,577,441,713,0,357,978,423,0,970,762,383,0,444,216,0,0,673,981,738,0,373,576,743,0,545,439,496,0
207616,207380,NA,NA,"Npun_AR148","hypothetical protein",271,284,0,0,0,0,0,0,0,36,117,0,171,0,221,0,54,26,76,0,0,34,24,0,0,12,13,0,52,0,57,0,30,0,619,0,93,47,0,0,0,0,227,0,97,121,0,0
208170,207790,NA,NA,"Npun_AR149","hypothetical protein",2493,1999,0,3,2412,3654,3220,8,1711,879,645,2,1113,1590,1443,3,887,942,1150,2,1047,664,1751,3,1380,1132,1634,3,1255,1677,1444,3,1193,1385,79,2,1578,1022,2841,4,2551,2833,1486,6,1396,5126,4831,9
208295,208627,208251,208627,"Npun_AF150","hypothetical protein",54308,91852,70482,216,47275,51448,44365,143,52730,67325,64895,185,88858,79563,90753,259,36269,45773,54179,136,63963,56154,64474,184,76238,65168,75935,217,77306,67762,85772,231,39910,42764,56156,138,48022,39640,53695,141,108145,87264,66416,262,34918,31856,36197,103
209992,208643,NA,NA,"Npun_AR151","DnaB domain-containing protein",14654,12624,13596,10,7503,4311,4597,4,7448,10667,10709,7,14277,13940,10623,9,4583,5908,7097,4,7796,6711,5775,5,9296,7835,11581,7,8401,12180,12339,8,5456,6567,13332,6,8055,7775,5199,5,18319,11767,13685,10,4645,5480,4999,3
211403,210021,NA,NA,"Npun_AR152","hypothetical protein",525,1347,4561,1,616,1189,384,0,1898,1735,1187,1,564,1994,1328,0,571,902,1208,0,646,1002,624,0,776,1102,1437,0,1313,699,1196,0,602,634,1522,0,883,818,965,0,1990,1650,2373,1,1016,3436,1983,1
212253,211654,NA,NA,"Npun_AR153","2OG-Fe(II) oxygenase",540,784,0,0,2193,1533,631,2,1466,1337,416,1,951,343,180,0,641,426,591,0,728,594,727,1,304,722,1092,1,648,362,455,0,320,855,519,0,744,692,783,1,1004,491,728,1,1326,193,547,1
212939,212241,NA,NA,"Npun_AR154","hypothetical protein",1580,539,0,1,1293,2519,2819,3,863,2201,2188,2,2444,3052,1332,3,1309,1684,1607,2,1444,1019,1338,1,960,1701,1210,1,2034,869,1382,2,992,1945,2117,2,1910,1165,1428,2,3060,782,2407,2,1079,710,1628,1
213139,212936,NA,NA,"Npun_AR155","hypothetical protein",320,81,0,0,453,2021,130,4,0,308,173,0,11,231,190,0,117,318,79,0,9,118,79,0,15,189,172,0,138,588,228,1,0,48,0,0,304,206,335,1,47,30,101,0,111,0,52,0
213869,213207,NA,213207,"Npun_AR156","hypothetical protein",30156,34285,49823,57,14194,11878,14580,20,22133,44679,26090,46,47715,47530,65224,80,7662,10631,14181,16,10357,12714,10383,16,24273,17464,20928,31,19644,35212,22150,38,8231,8535,4238,10,12191,12172,9660,17,20382,21228,29982,35,6660,5123,5895,8
214231,213866,NA,NA,"Npun_AR157","hypothetical protein",1860,1188,0,2,1070,1264,485,2,680,1954,1607,3,1561,2301,2179,5,522,884,1258,2,903,964,1115,2,882,898,1078,2,1194,1467,1040,3,719,495,898,1,890,948,527,2,853,1435,1582,3,763,442,484,1
215047,214241,NA,NA,"Npun_AR158","KilA domain-containing protein",2791,1772,0,1,1695,2130,2438,2,1717,1993,3119,2,1774,1968,3790,3,1169,2948,4776,3,2575,2218,2488,3,1171,2046,1634,2,1226,2605,1495,2,1086,752,4814,2,1664,1829,1985,2,1656,980,4327,2,1542,699,518,1
215545,215087,NA,NA,"Npun_AR159","hypothetical protein",0,14,0,0,0,0,0,0,0,222,0,0,49,501,0,0,190,48,199,0,73,337,105,0,0,332,208,0,275,114,338,0,0,0,0,0,4,66,272,0,251,157,157,0,102,114,351,0
216109,215783,NA,NA,"Npun_AR160","hypothetical protein",269,0,0,0,0,0,0,0,0,132,224,0,134,265,69,0,145,3,111,0,84,44,232,0,14,40,201,0,247,8,0,0,145,119,67,0,184,107,0,0,129,0,193,0,78,60,137,0
217021,216224,NA,NA,"Npun_AR161","hypothetical protein",3573,6401,13478,9,6814,5889,7723,8,5026,5331,4466,6,3906,6523,5023,6,4004,3376,4253,4,3617,3961,4387,4,3457,3436,4949,4,3413,5357,5321,5,2148,3727,10435,6,4927,2353,3904,4,4384,4941,6449,6,3133,3438,2833,3
217255,217590,NA,NA,"Npun_AF162","hypothetical protein",379,291,3001,3,1886,3176,2236,7,1881,1123,802,3,1168,1011,1070,3,1218,885,978,3,563,548,1166,2,1497,1126,1882,4,999,2095,1903,4,366,355,591,1,940,403,460,1,765,1157,541,2,915,1747,1253,3
218058,218975,NA,NA,"Npun_AF163","hypothetical protein",1513,2261,0,1,4107,3036,1419,3,1511,2656,1714,2,1778,1840,3441,2,1674,3001,3073,2,2530,3332,3098,3,1532,1858,2715,2,2235,2983,2039,2,1629,3676,9176,5,3129,2837,3331,3,3420,2353,4146,3,3081,4273,3758,4
220695,221926,NA,NA,"Npun_AF165","hypothetical protein",1352,1598,0,0,1604,3310,2969,2,1663,1280,922,1,805,1041,906,0,2060,2738,3219,2,2077,1513,1523,1,1384,898,856,0,627,799,1201,0,1109,2154,459,1,2425,2729,1072,1,2646,1386,2845,1,1531,1529,2224,1
224730,227750,224636,227750,"Npun_AF168","WD-40 repeat-containing protein",179554,151295,121630,49,192067,220357,155090,62,168499,136770,115973,46,131242,123612,68936,35,217401,236634,172247,69,206214,194306,106695,55,140445,122873,97498,39,159259,86679,116768,40,267635,320895,312524,99,223236,124602,118582,51,658755,505850,389548,171,379783,359659,310502,115
227917,231429,227751,231429,"Npun_AF169","WD-40 repeat-containing protein",66749,82766,54532,19,76017,111515,87282,26,58166,47607,44287,14,53869,54289,46256,14,61058,66444,69460,18,53187,43646,34970,12,44748,42966,42078,12,45222,49967,46679,13,60890,93306,72113,21,56933,48953,52789,15,201848,121376,107548,40,78695,104637,101967,27
231469,231843,231430,231859,"Npun_AF170","hypothetical protein",12031,11625,21777,40,16407,24609,18190,52,13264,8976,6797,25,7737,10695,8821,24,5967,7478,7118,18,6803,6583,5672,16,6544,8035,9000,20,6758,8094,9865,21,5621,8598,15445,26,10081,9594,10874,27,13865,13482,10383,33,7376,16563,16854,36
231860,234433,NA,NA,"Npun_AF171","putative Chase2 sensor protein",69652,59541,32636,20,57827,79089,51561,24,52839,58238,53850,21,51277,48644,47260,19,39432,50589,47696,17,42841,42439,32185,15,45033,45210,37886,16,43373,45672,45950,17,34743,33801,19468,11,57355,48944,51074,20,63953,57482,65056,24,51614,42023,42525,17
234496,235350,NA,NA,"Npun_AF172","hypothetical protein",12507,11136,3766,10,14914,12466,12903,15,9098,6500,7512,9,6255,5919,4475,6,8131,7850,8663,9,8078,6725,4069,7,7020,6543,5374,7,7188,6404,6741,7,4161,6301,2413,5,8915,6854,8050,9,16188,15368,10857,16,10407,10000,10994,12
235668,236018,235668,NA,"Npun_AF174","hypothetical protein",30263,39926,45644,110,15412,30195,16367,58,29364,29758,21729,76,21149,24029,18126,60,11046,10608,13819,33,13288,14575,15075,40,21937,16860,25294,60,18621,29711,30737,75,15802,12543,14794,40,14342,14105,18386,44,26234,22350,26337,71,15751,22176,19592,54
235993,236355,NA,236470,"Npun_AF175","hypothetical protein",39065,48669,70394,145,22457,45444,32859,92,33372,31777,27750,85,33384,41735,30563,97,16706,24231,23862,59,31794,30341,27522,82,48338,42639,49368,128,53185,55871,61273,156,24504,23279,27299,68,32221,32876,34852,91,66185,66245,51251,168,29720,36094,35394,92
237193,236573,237193,NA,"Npun_AR176","glutathione S-transferase domain-containing protein",14659,10661,6121,16,8112,4286,8471,11,7735,11650,10588,16,11277,8852,12454,17,8508,10257,9250,15,8882,9541,7213,13,13196,11492,8308,17,15293,14876,10277,21,4465,6666,1202,6,9132,9495,8515,14,13561,11587,15026,21,10804,5391,6123,11
237440,237910,NA,NA,"Npun_AF177","ybaK/ebsC protein",1321,511,0,1,1719,1344,0,2,1436,1161,906,2,263,1235,682,1,821,1405,1216,2,605,1110,892,1,132,185,593,0,1114,800,201,1,591,326,0,0,1086,832,330,1,1216,215,302,1,681,992,548,1
239548,240006,NA,NA,"Npun_AF180","MarR family transcriptional regulator",4457,3330,0,5,2973,5461,3539,8,1726,5302,6022,9,6120,7216,6799,14,4842,5750,7347,13,3275,4176,3935,8,4689,4159,3185,8,4593,6493,4586,11,3385,3768,1885,6,5876,4965,5070,11,3110,4178,6380,9,4226,3567,3425,8
240331,240969,240162,240969,"Npun_AF181","glutathione S-transferase domain-containing protein",8408,10610,7386,13,23472,18829,24354,34,8139,11809,11922,16,9673,9375,9997,15,15456,21462,19514,29,16503,17473,18978,27,10278,12398,10873,17,9975,10277,12286,16,13849,17751,12648,23,18068,22618,18055,30,8961,5842,9474,12,23965,19083,20108,32
241072,241542,241030,241712,"Npun_AF182","hypothetical protein",11009,7184,8446,18,21677,23927,19125,45,14047,11840,10331,25,11942,9087,9202,21,17622,19267,15391,36,16597,13067,14369,31,11211,7106,7031,17,8125,8064,6056,15,13989,14303,13280,29,12829,14261,13604,28,7744,5421,6931,14,15992,12196,14047,29
241713,243068,241713,243068,"Npun_AF183","4Fe-4S ferredoxin iron-sulfur binding domain-containing protein",145983,168464,68246,94,200927,185183,132312,127,388398,232413,367302,242,216590,167093,68668,111,63736,63099,65730,47,232083,228386,168917,154,403508,590024,308605,320,795055,184012,266185,306,124513,93564,101897,78,409933,214190,150192,190,582949,450524,663741,417,455608,185783,199033,206
NA,NA,243069,243120,"predicted RNA","-",32525,49854,20247,657,49763,58931,35086,921,96279,58711,102885,1653,51764,41008,16821,702,15096,13262,14704,276,63139,59880,45871,1082,132486,178220,100310,2634,233450,48150,85586,2353,43973,29769,27862,651,117778,60901,44366,1429,195359,149763,165135,3270,130666,72482,74592,1780
244135,243272,244150,243121,"Npun_AR184","taurine catabolism dioxygenase TauD/TfdA",603517,824659,441642,721,846264,983117,747286,994,1352947,1041034,1496935,1501,1095364,952869,347727,924,416268,401577,350816,450,1141092,1089537,848816,1188,2130977,2776298,1538843,2486,3385284,893393,1293450,2149,1045601,710937,703543,949,2112341,1163059,780132,1564,2641414,2245996,2621812,2897,2265028,1372020,1308610,1908
244528,245793,NA,NA,"Npun_AF185","transposase, IS4 family protein",14735,21069,18452,14,19981,28482,40090,23,23058,14358,15633,13,8538,12325,8100,7,9197,10274,9467,7,14429,16505,15362,12,18534,19064,22664,15,17139,13319,18115,12,9559,13268,8377,8,18921,12805,19427,13,15148,13492,12225,10,15404,20352,20757,14
245865,250892,NA,NA,"Npun_AF186","ATP-dependent DNA helicase RecQ",25494,17602,9064,3,13620,13307,10731,2,10037,14021,9747,2,9940,11291,10142,2,5255,7957,7558,1,6062,8366,4796,1,7389,8044,6956,1,10099,8986,9029,1,3874,5488,5892,1,6558,5129,7427,1,12299,11087,17556,2,7369,9145,8190,1
251524,251201,NA,NA,"Npun_AR187","hypothetical protein",11926,13476,20629,47,9982,13546,14615,39,9228,13475,7746,31,10742,13002,10380,35,8884,8295,7765,25,8041,6627,7187,22,10560,8247,7981,27,9978,14237,8099,33,6651,5985,6064,19,6902,7813,6058,21,8125,9116,12500,30,6424,4682,4805,16
252408,251878,NA,NA,"Npun_AR189","nuclease",2040,568,0,1,1592,687,1439,2,1104,1869,1553,2,665,1878,1587,2,1467,1523,1753,2,1855,1619,1157,2,1290,1550,958,2,1013,1666,1323,2,1074,2009,619,2,1648,1647,1352,2,257,1033,940,1,1981,1129,983,2
253216,252770,253321,252649,"Npun_AR190","hypothetical protein",9023,7195,2118,13,25522,16957,15950,43,11415,11960,12614,26,9068,8229,7809,18,19654,19538,17249,42,16075,18933,18768,40,8964,7829,5947,16,7261,6766,7871,16,8513,10934,5021,18,14947,14348,16743,34,4591,2833,5302,9,10982,9616,12237,24
253696,254298,NA,NA,"Npun_AF191","thiamine monophosphate synthase",3528,3745,0,4,5266,3634,2875,6,3292,4098,4162,6,1138,2042,4020,3,3275,4655,3329,6,2254,3712,2159,4,2565,2388,1525,3,3337,3923,3263,5,1512,2323,3643,4,2165,2225,2325,3,2669,2946,3289,4,2097,2738,3112,4
255703,254705,255703,254693,"Npun_AR192","hypothetical protein",52842,70882,26957,50,65927,81300,95995,81,46501,54567,50872,50,36940,48822,37740,41,79416,85527,76807,80,95136,83682,63680,80,71968,59069,57703,62,66085,59048,56708,60,91430,99352,103515,98,82374,80240,74250,79,113639,104039,88045,102,77870,79548,92092,83
255829,256941,255795,256941,"Npun_AF193","hypothetical protein",15540,21997,8858,13,34398,25709,36834,29,19700,18771,16915,16,13703,16541,13313,13,30109,29860,25862,25,23693,24472,20122,20,19478,19770,16935,16,17915,16457,13903,14,20922,30195,17299,20,28298,25472,26065,23,32277,24323,29486,25,26858,33754,29382,26
256957,257358,256942,257426,"Npun_AF194","nuclease A inhibitor family protein",9670,8749,3325,18,19977,9708,13798,36,7597,11353,11345,25,6771,5932,8865,17,15968,15220,13936,37,13761,15216,9502,31,10636,9059,8145,23,9110,6941,6068,18,14184,13264,8345,29,15013,13809,12902,34,12278,9657,11646,27,14919,13704,14524,35
258779,257427,NA,257427,"Npun_AR195","DNA/RNA non-specific endonuclease",17995,18968,12978,12,32476,14318,23543,17,14189,22651,17186,13,14961,14296,13487,10,24269,26817,22349,18,19594,22156,20768,15,16336,16563,13701,11,21092,13705,10540,11,16304,16409,7423,9,25850,26570,18974,17,35001,25880,56624,28,24632,18833,15977,14
NA,NA,259069,259401,"predicted RNA","-",22361,104965,191907,319,60446,246634,159010,466,74684,46089,41241,162,38365,47585,29538,115,69934,72376,71571,214,162914,147705,158118,469,443594,375180,342891,1162,397350,167339,276048,841,246638,257319,157047,661,250198,162392,199890,613,1203986,783796,587453,2577,249723,372673,339728,963
260096,259548,260208,259402,"Npun_AR196","hypothetical protein",721156,1065313,625809,1464,1128742,1275734,1019284,2078,888736,1454469,1222601,2165,972651,832122,579677,1447,928032,925501,843034,1637,1643158,1517127,1430835,2787,2829809,2456804,1823406,4316,2601015,1220545,1286594,3101,2239469,1740755,2037890,3653,2429403,1566163,1215199,3163,3909640,2821825,3653103,6305,2475214,2216631,2052531,4094
